item,VAT,hierarchy1,hierarchy2,description,,pack_description,qty_in_stock,cases_in_stock,EAN1,EAN2,EAN3,Retail Ean 1,Retail Ean 2,Pack 1,Sell 1,Pack 2,Sell 2,Pack 3,Sell 3,promID,promStart,promEnd,promSell Pack 1,promSell for Sell 1,promSell Pack 2,promSell for Sell 2,promSell Pack 3,promSell for Sell 3,Max. Order,RRP,POR %,PMP/Plain,Type,Brand,Size,Clearance stock in  number,Clerance pack size,Clearance Price,Product pack 1 in layer,Product pack 1 in Pallet,Product location in warehouse,Product pack 1 weight,Product pack 1 dimansion in cm,Product pack 1 volumetric weight
192419,Z,18,18009,NANDOS PERI PERI SAUCE LEMON&HERB,,6X125GRM,5,5,,,,,,,10.09,,,,,,,,,,,,,,,2.49,32.46,PLAIN,SINGLE,,,,,,,,,,,
192420,Z,18,18009,NANDOS PERI PERI SAUCE EX-HOT,,6X125GRM,4,4,,,,,,,10.09,,,,,,,,,,,,,,,2.79,39.73,PLAIN,SINGLE,,,,,,,,,,,
192421,Z,18,18009,NANDOS PERI PERI GARLIC SAUCE,,6X125GRM,5,5,,,,,,,10.89,,,,,,,,,,,,,,,2.49,27.11,PLAIN,SINGLE,,,,,,,,,,,
192432,Z,18,18009,NANDOS PERI PERI HOT SAUCE PM�2.49,,6X125GRM,3,3,,,,,,,8.99,,,,,,,,,,,,,,,2.49,39.83,PMP,SINGLE,,,,,,,,,,,
192435,Z,18,18009,NANDOS PERI PERI MEDIUM SAUCE PM�2.49,,6X125GRM,3,3,,,,,,,8.99,,,,,,,,,,,,,,,2.49,39.83,PMP,SINGLE,,,,,,,,,,,
900672,A,18,18014,D'AUCY BRUSSELS SPROUTS,,12X400G,2,2,,,,,,,9.49,,,,,,,,,,,,,,,1.09,12.94,PLAIN,SINGLE,,,,,,,,,,,
147095,Z,18,18003,KIKKOMAN SOY SAUCE,,6X150ML,3,3,,,,,,,11.99,,,,,,,,,,,,,,,2.29,12.74,PLAIN,SINGLE,,,,,,,,,,,
39664,Z,18,18014,DELMONTE PEACH SLICES IN SYRUP,,12X420GM,6,6,,,,,,,9.69,,,,,,,,,,,,,,,1.39,41.91,PLAIN,SINGLE,,,,,,,,,,,
64353,Z,18,18014,DELMONTE PEACH SLICES IN JUICE,,12X415G,3,3,,,,,,,12.99,,,,,,,,,,,,,,,1.19,9.03,PLAIN,SINGLE,,,,,,,,,,,
44439,Z,18,18014,DEL MONTE MANGO SLICES IN SYRUP,,12x425GRM,4,4,,,,,,,14.29,,,,,,,,,,,,,,,1.39,14.33,PLAIN,SINGLE,,,,,,,,,,,
44450,Z,4,4002,DEL MONTE FRUIT COCKTAIL IN JUICE,,12X415GRM,2,2,,,,,,,14.99,,,,,,,,,,,,,,10,1.39,10.13,PLAIN,SINGLE,,,,,,,,,,,
64228,Z,18,18014,D'AUCY MIXED VEGETABLES,,6X400GRM,2,2,,,,,,,4.85,,,,,,,,,,,,,,,0.99,18.35,PLAIN,SINGLE,,,,,,,,,,,
157363,Z,18,18008,ELLAS KITCHEN STAGE 2 CHICKEN CASSEROLE,,6X130G,4,4,,,,,,,7.59,,,,,,,,,,,,,,,1.99,36.43,PLAIN,SINGLE,,,,,,,,,,,
157424,Z,18,18008,ELLAS KITCHEN SMOOTHIE FRUIT THE RED ONE,,12X90GRM,3,3,,,,,,,7.59,,,,,,,,,,,,,,,1.09,41.97,PLAIN,SINGLE,,,,,,,,,,,
900674,A,18,18014,DEL MONTE PINEAPPLE SLICES IN JUICE,,12X435G,1,1,,,,,,,14.99,,,,,,,,,,,,,,,1.69,11.3,PLAIN,SINGLE,,,,,,,,,,,
900666,A,18,18014,DEL MONTE PM �1.49 PINEAPPLE CHUNKS,,6X435G,1,1,,,,,,,6.89,,,,,,,,,,,,,,,1.49,7.52,PMP,SINGLE,,,,,,,,,,,
186638,Z,18,18001,DR OETKER MADAGASCAN VANILLA EXTRCT,,6X35ML,3,3,,,,,,,6.99,,,,,,,,,,,,,,,1.89,38.36,PLAIN,SINGLE,,,,,,,,,,,
900676,A,18,18001,DR OETKER BAKING POWDER GLUTEN FREE,,14X30G,3,3,,,,,,,14.49,,,,,,,,,,,,,,,1.69,26.51,PLAIN,SINGLE,,,,,,,,,,,
900685,A,18,18009,NANDO'S PERI PERI SALT,,6X70 G,3,3,,,,,,,7.99,,,,,,,,,,,,,,,1.99,19.7,PLAIN,SINGLE,,,,,,,,,,,
900690,A,18,18009,NEWMANS ORIGINAL STICKY BBQ SAUCE,,6X250ML,5,5,,,,,,,10.99,,,,,,,,,,,,,,,2.69,18.29,PLAIN,SINGLE,,,,,,,,,,,
900689,A,18,18009,NEWMANS OWN RANCH DRESSING,,6X250ML,4,4,,,,,,,10.49,,,,,,,,,,,,,,,2.29,8.38,PLAIN,SINGLE,,,,,,,,,,,
900678,Z,18,18002,VERY LAZY CHOPPED GARLIC,,6X200G,6,6,,,,,,,8.39,,,,,,,,,,,,,,,2.29,38.94,PLAIN,SINGLE,,,,,,,,,,,
900677,Z,18,18002,VERY LAZY CHOPPED GINGER,,6X190G,3,3,,,,,,,8.39,,,,,,,,,,,,,,,2.29,38.94,PLAIN,SINGLE,,,,,,,,,,,
900688,Z,18,18002,VERY LAZY CHOPPED RED CHILLIES,,6X190G,6,6,,,,,,,8.39,,,,,,,,,,,,,,,2.29,38.94,PLAIN,SINGLE,,,,,,,,,,,
901811,A,14,14004,OPTIMA 'UNIVERSAL 'BLUE APC,,1X50S,20,1,,,,,,,3.69,20,36.99,,,,,,,,,,,,,5.99,26.08,PLAIN,VARIENT,,,,,,,,,,,
121990,A,14,14004,RHP SUPER WHITE MOP 135GRAMBLUE,,1X135GRM,10,2,,,,,,,4.89,5,23.99,,,,,,,,,,,,,6.99,16.05,PLAIN,VARIENT,,,,,,,,,,,
163885,A,14,14004,RAMON XL DISH CLOTHS 30X40CM,,10X10s,23,1,,,,,,,4.09,,,,,,,,,,,,,,,0.89,44.85,PLAIN,SINGLE,,,,,,,,,,,
163886,A,14,14004,RAMON MAGIC FOAM ERASERS,,10X10PK,8,0,,,,,,,1.59,,,,,,,,,,,,,,,0.29,34.21,PLAIN,SINGLE,,,,,,,,,,,
23072,A,14,14004,LIFESTYLE LOOSE YELLOW DUSTERS,,10X1PACK,36,1,,,,,,,1.39,,,,,,,,,,,,,,,0.25,33.28,PLAIN,SINGLE,,,,,,,,,,,
23073,A,14,14004,LIFESTYLE 5PK RICE WEAVE TEA TOWELS,,5X1PACK,14,0,,,,,,,2.99,,,,,,,,,,,,,,,0.89,19.37,PLAIN,SINGLE,,,,,,,,,,,
23074,A,14,14004,LIFESTYLE 5PK TERRY TEA TOWEL,,1X1PACK,19,0,,,,,,,3.59,20,67.79,,,,,,,,,,,,,6.99,38.37,PLAIN,VARIENT,,,,,,,,,,,
23076,A,14,14004,LIFESTYLE STAINLESS STEEL SCOURERS,,1x2PACK,1,0,,,,,,,5.29,10,51.69,,,,,,,,,,,,,7.29,12.92,PLAIN,VARIENT,,,,,,,,,,,
23077,A,14,14004,LIFESTYLE VALUE CLEANING CLOTHS HEAVY DUTY,,1X4PACK,16,0,,,,,,,4.19,20,83.99,,,,,,,,,,,,,6.99,28.07,PLAIN,VARIENT,,,,,,,,,,,
23083,A,14,14004,LIFESTYLE VALUE YELLOW DUSTERS�1,,10X5PACK,7,0,,,,,,,5.69,10,54.79,,,,,,,,,,,,,0.99,31.03,PMP,VARIENT,,,,,,,,,,,
23085,A,14,14004,LIFESTYLE GIANT PREMIUM YELLOW DUSTERS,,1X3PACK,18,0,,,,,,,4.49,20,86.99,,,,,,,,,,,,,5.99,10.05,PLAIN,VARIENT,,,,,,,,,,,
23087,A,14,14004,LIFESTYLE TERRY TEA TOWELS,,1X2PACK,7,0,,,,,,,6.79,10,67.99,,,,,,,,,,,,,8.99,9.37,PLAIN,VARIENT,,,,,,,,,,,
23090,A,14,14004,LIFESTYLE VALUE DISH CLOTHS PM�1.00,,1X4 ROLL,6,0,,,,,,,5.39,10,52.99,,,,,,,,,,,,,7.49,13.64,PMP,VARIENT,,,,,,,,,,,
24305,A,14,14004,LIFESTYLE VALUE 5 SCOUR PAD PM�1.00,,10X5PACK,5,0,,,,,,,4.19,10,41.99,,,,,,,,,,,,,0.59,14.78,PMP,VARIENT,,,,,,,,,,,
27134,A,14,14004,LIFESTYLE VALUE 10 PURPOSE CLOTHS,,10X10PK,4,0,,,,,,,6.19,,,,,,,,,,,,,,,0.92,19.26,PLAIN,SINGLE,,,,,,,,,,,
92554,A,14,14004,RAMON WOODEN HANDLES THIN,,1XSINGLE,20,0,,,,,,,0.89,25,22.49,,,,,,,,,,,,,1.59,32.83,PLAIN,VARIENT,,,,,,,,,,,
92560,A,14,14004,GALVANISED STEEL SCOURER 48G,,1X10S,15,0,,,,,,,3.19,20,62.99,,,,,,,,,,,,,5.99,36.09,PLAIN,VARIENT,,,,,,,,,,,
92562,A,14,14004,OPTIMA PROCLEAN GALVANISED STEEL SCOURER 38G,,1X10S,15,0,,,,,,,2.45,20,49.99,,,,,,,,,,,,,4.99,41.08,PLAIN,VARIENT,,,,,,,,,,,
92565,A,14,14004,CATERING PROF GREEN SCOURING PADS,,1X10S,48,0,,,,,,,0.99,50,49.49,,,,,,,,,,,,,1.99,40.3,PLAIN,VARIENT,,,,,,,,,,,
92566,A,14,14004,OPTIMA PROCLEAN 10 H/GRIP SCOURERS,,1X10S,10,0,,,,,,,1.49,20,28.99,,,,,,,,,,,,,2.19,18.36,PLAIN,VARIENT,,,,,,,,,,,
92586,A,14,14004,OPTIMA PROCLEAN ALL PURPOSE CLOTH,,1X50S,11,0,,,,,,,0.49,50,26.79,,,,,,,,,,,,,0.99,40.61,PLAIN,VARIENT,,,,,,,,,,,
332575,A,14,14004,LIFESTYLE 3 SPONGE SCOURERS PM�1.00,,10X3'S,5,0,,,,,,,3.75,,,,,,,,,,,,,,,0.55,18.18,PMP,SINGLE,,,,,,,,,,,
85029,A,4,4003,RED BULL SUGAR FREE PM�1.90,,12x355ML,8,8,,,,,,,13.99,,,,,,,,,,,,,,10,1.95,28.26,PMP,SINGLE,,,,,,,,,,,
86116,A,4,4003,RED BULL TROPICAL CAN PM�1.65,,12x250ML,11,11,,,,,,,10.49,,,,,,,,,,,,,,10,1.65,36.42,PMP,SINGLE,,,,,,,,,,,
89019,A,4,4003,RED BULL ENERGY DRINK SUGAR FREE PM�2.35,,12X473ML,3,3,,,,,,,16.99,,,,,,,,,,,,,,10,2.35,27.7,PMP,SINGLE,,,,,,,,,,,
137222,A,4,4003,RED BULL SUGAR FREE PM �1.60,,24x250ML,2,2,,,,,,,20.99,,,,,,,,,,,,,,10,1.6,34.41,PMP,SINGLE,,,,,,,,,,,
902176,A,4,4003,RED BULL PINK EDITION FOREST PMP�1.5,,12x250ML,7,7,,,,,,,10.99,,,,,,,,,,,,,,10,1.5,26.73,PMP,SINGLE,,,,,,,,,,,
902284,A,4,4003,RED BULL COCONUT 250ML �1.65,,12x250ML,18,18,,,,,,,11.99,,,,,,,,,,,,,,10,1.65,27.33,PMP,SINGLE,,,,,,,,,,,
903069,A,4,4003,RED BULL PLAIN,,24x250ML,3,3,,,,,,,19.99,,,,,,,,,,,,,,10,1.19,16.01,PLAIN,SINGLE,,,,,,,,,,,
903705,A,4,4003,RED BULL ENERGY PM�2.10,,24x355ML,444,444,,,,,,,26.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,25.19,,,,,10,2.1,35.74,PMP,SINGLE,,,,,,,,,,,
903707,A,4,4003,RED BULL JUNEBERRY BLUE EDITION PM�1.65,,12x250ML,24,24,,,,,,,10.69,,,,,,,,,,,,,,10,1.65,35.21,PMP,SINGLE,,,,,,,,,,,
903708,A,4,4003,RED BULL CURUBA ELDERFLOWER EDITION PM�1.65,,12x250ML,26,26,,,,,,,10.69,,,,,,,,,,,,,,10,1.65,35.21,PMP,SINGLE,,,,,,,,,,,
903717,A,4,4003,RED BULL ENERGY DRINK PM�2.65,,12x473ML,68,68,,,,,,,18.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,18.79,,,,,10,2.65,28.34,PMP,SINGLE,,,,,,,,,,,
903879,A,4,4003,RED BULL SUMMER WHITE PEACH EDITIONPM�1.65,,12x250ML,11,11,,,,,,,10.99,,,,,,,,,,,,,,10,1.65,33.39,PMP,SINGLE,,,,,,,,,,,
903882,Z,4,4003,RED BULL RUBY PEAR PM�1.65,,12x250ML,4,4,,,,,,,10.69,,,,,,,,,,,,,,10,1.65,46.01,PMP,SINGLE,,,,,,,,,,,
900774,A,4,4003,RED BULL EDITION APRICOT-S PM�1.65,,12x250ML,16,16,,,,,,,11.99,,,,,,,,,,,,,,10,1.55,22.65,PMP,SINGLE,,,,,,,,,,,
900773,A,4,4003,RED BULL RED EDITION WATERMELON PM �1.65,,12x250ML,27,27,,,,,,,11.79,,,,,,,,,,,,,,10,1.65,28.55,PMP,SINGLE,,,,,,,,,,,
902203,A,5,5001,AQUA PURA STILL WATER,,24X500ML,44,44,,,,,,,3.19,,,,,,,,,,,,,,10,0.49,67.45,PLAIN,SINGLE,,,,,,,,,,,
18110,A,5,5001,AQUA PURA MINERAL WATER,,3X5LTR,650,650,,,,,,,3.09,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,2.69,,,,,10,1.59,22.26,PLAIN,SINGLE,,,,,,,,,,,
151085,A,2,2005,RUDE BOY TOUGH NUT TONIC WINE,,12X200ML,16,16,,,,,,,22.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,21.99,,,,,,2.99,23.11,PLAIN,SINGLE,,,,,,,,,,,
151086,A,2,2005,RUDE BOY ORIGINAL TONIC WINE,,12X200ML,120,120,,,,,,,22.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,21.99,,,,,,2.99,23.11,PLAIN,SINGLE,,,,,,,,,,,
151087,A,2,2005,RUDE BOY WATERMELON TONIC WINE,,12X200ML,32,32,,,,,,,22.99,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,21.99,,,,,,2.99,23.11,PLAIN,SINGLE,,,,,,,,,,,
901482,A,10,10005,CANDY CASTLE CREW CLICK 2 LICK POP,,12X24G,14,1,,,,,,,8.29,,,,,,,,,,,,,,,1.25,33.68,PLAIN,SINGLE,,,,,,,,,,,
901483,A,10,10005,CANDY CASTLE CREW ROLLER LICKER SOUR COLA FLAVOUR,,15X60ML,11,11,,,,,,,8.29,,,,,,,,,,,,,,,1,33.68,PLAIN,SINGLE,,,,,,,,,,,
901485,A,10,10005,CANDY CASTLE CREW DUNK N DIP,,20X40G,2,2,,,,,,,10.49,,,,,,,,,,,,,,,1,37.06,PLAIN,SINGLE,,,,,,,,,,,
901486,A,10,10005,CANDY CASTLE CREW FEARSOME FISH,,15X15G,8,8,,,,,,,11.49,,,,,,,,,,,,,,,1.39,33.87,PLAIN,SINGLE,,,,,,,,,,,
901487,A,10,10005,CANDY CASTLE CREW KING SOUR SPRAY,,16X105ML,6,0,,,,,,,8.49,,,,,,,,,,,,,,,1,36.33,PLAIN,SINGLE,,,,,,,,,,,
901488,A,10,10005,CANDY CASTLE POP TOYS SWIRLS,,15X25G,11,1,,,,,,,11.99,,,,,,,,,,,,,,,1.39,30.99,PLAIN,SINGLE,,,,,,,,,,,
901489,A,10,10005,CANDY CASTLE CREW SPLATTER POP,,12X33G,3,0,,,,,,,8.29,,,,,,,,,,,,,,,0.99,16.26,PLAIN,SINGLE,,,,,,,,,,,
901490,A,10,10005,CANDY CASTLE SQUEEZEE HEADZ,,12X30G,19,1,,,,,,,7.99,,,,,,,,,,,,,,,1.25,36.08,PLAIN,SINGLE,,,,,,,,,,,
901491,A,10,10005,PAW PATROL TWISTER POP STRAWBERRY & ORANGE,,12X15G,21,21,,,,,,,7.99,,,,,,,,,,,,,,,1.25,36.08,PLAIN,SINGLE,,,,,,,,,,,
901457,A,10,10005,ROSE DOUBLE SPRAY SWEET & SOUR SPLITZ,,15X12ML,52,2,,,,,,,7.99,,,,,,,,,,,,,,,1,36.08,PLAIN,SINGLE,,,,,,,,,,,
901493,A,10,10005,SLUSH PUPPIE CHEWBIES BAR BLUE RASP & CHERRY,,50X25G,15,15,,,,,,,7.99,,,,,,,,,,,,,,,0.3,36.08,PLAIN,SINGLE,,,,,,,,,,,
901495,A,10,10005,SLUSH PUPPIE SHOCK ROCKS POPPING CANDY,,50X7G,15,15,,,,,,,7.99,,,,,,,,,,,,,,,0.3,36.08,PLAIN,SINGLE,,,,,,,,,,,
901496,A,10,10005,SLUSH PUPPIE SQUEEZEE CANDY,,12X60G,4,1,,,,,,,7.99,,,,,,,,,,,,,,,1.25,36.08,PLAIN,SINGLE,,,,,,,,,,,
901497,A,10,10005,SLUSH PUPPIE SUPER SPRAY,,12X60ML,14,1,,,,,,,7.99,,,,,,,,,,,,,,,1.25,36.08,PLAIN,SINGLE,,,,,,,,,,,
901498,A,10,10005,SLUSH PUPPIER ROLLER LICKER,,15X60ML,11,1,,,,,,,7.99,,,,,,,,,,,,,,,1,36.08,PLAIN,SINGLE,,,,,,,,,,,
901499,A,10,10005,TANGO SPLITZ FIZZ SPRAY & SHERBET,,12X80G,17,17,,,,,,,7.99,,,,,,,,,,,,,,,1.25,36.08,PLAIN,SINGLE,,,,,,,,,,,
901501,A,10,10005,TANGO JELLY BEAN CAN,,15X80G,16,16,,,,,,,7.99,,,,,,,,,,,,,,,1,36.08,PLAIN,SINGLE,,,,,,,,,,,
901502,A,10,10005,TANGO BLUE RASPBERRY BLUE CHEWY BONBONS,,12X100G,1,1,,,,,,,6.99,,,,,,,,,,,,,,,1,30.1,PLAIN,SINGLE,,,,,,,,,,,
901480,A,10,10005,TANGO ROLLLY LIQUID CANDY O/A/C/BR,,15X60ML,22,2,,,,,,,7.99,,,,,,,,,,,,,,,1,36.08,PLAIN,SINGLE,,,,,,,,,,,
901503,A,10,10005,TANGO SHOCK ROCKS,,36X13G,13,13,,,,,,,6.59,,,,,,,,,,,,,,,0.35,37.24,PLAIN,SINGLE,,,,,,,,,,,
901504,A,10,10005,TANGO SHOCKERS APPLE PM 10P,,72X10 G,11,11,,,,,,,3.99,,,,,,,,,,,,,,,0.1,33.5,PMP,SINGLE,,,,,,,,,,,
901505,A,10,10005,TANGO SHOCKERS BLUE RASPBERRY PM 10P,,72X10 G,7,7,,,,,,,3.99,,,,,,,,,,,,,,,0.1,33.5,PMP,SINGLE,,,,,,,,,,,
901506,A,10,10005,TANGO SHOCKERS CHERRY PM 10P,,72X10 G,6,0,,,,,,,3.99,,,,,,,,,,,,,,,0.1,33.5,PMP,SINGLE,,,,,,,,,,,
901507,A,10,10005,TANGO SHOCKERS ORANGE PM 10P,,72X10 G,9,9,,,,,,,3.99,,,,,,,,,,,,,,,0.1,33.5,PMP,SINGLE,,,,,,,,,,,
901481,A,10,10005,VIMTO CANDY FLOSS 20g,,12X20G,7,1,,,,,,,6.19,,,,,,,,,,,,,,,0.89,30.45,PLAIN,SINGLE,,,,,,,,,,,
901509,A,10,10005,VIMTO DOUBLE SPRAY ORIGINAL & CHERRY,,15X12ML,34,1,,,,,,,7.99,,,,,,,,,,,,,,,1,36.08,PLAIN,SINGLE,,,,,,,,,,,
901511,A,10,10005,VIMTO TRIPLE SPRAY,,12X15ML,12,1,,,,,,,6.49,,,,,,,,,,,,,,,1,35.1,PLAIN,SINGLE,,,,,,,,,,,
85845,Z,19,19003,***LAILA BASMATI RICE,,1X10KG,5,5,,,,,,,16.69,,,,,,,,,,,,,,,20.86,19.99,PLAIN,SINGLE,,,,,,,,,,,
114579,Z,19,19003,SALAAM BASMATI RICE,,1X5KG,13,13,,,,,,,8.79,,,,,,,,,,,,,,,10.99,20.02,PLAIN,SINGLE,,,,,,,,,,,
901150,A,18,18015,***SURYA SERGE PEANUT PUNCH,,24X250 ML,1,1,,,,,,,16.99,,,,,,,,,,,,,,,1.49,42.99,PLAIN,SINGLE,,,,,,,,,,,
901154,Z,19,19003,THAI DRAGON SRIRACHA HOT CHILLI SAUCE,,6X200ML,1,1,,,,,,,5.97,,,,,,,,,,,,,,,1.49,33.22,PLAIN,SINGLE,,,,,,,,,,,
19785,A,2,2005,WINCARNIS TONIC WINE,,6X75CL,17,17,,,,,,,27.49,,,,,,,,,,,,,,,7.99,31.19,PLAIN,SINGLE,,,,,,,,,,,
198129,A,15,15005,GOLD SPOT NO 6 CONTAINER,,500X2PORTI,3,3,,,,,,,26.19,,,,,,,,,,,,,,,0.1,37.14,PLAIN,SINGLE,,,,,,,,,,,
64089,A,10,10001,TERRYS CHOCOLATE ORANGE BALL,,12X157GRM,2,2,,,,,,,13.99,,,,,,,,,,,,,,,2.49,43.82,PLAIN,SINGLE,,,,,,,,,,,
94925,A,14,14002,DETTOL SURFACE CLEAN PM1.69,,10X30S,1,1,,,,,,,10.29,,,,,,,,,,,,,,,1.69,26.93,PMP,SINGLE,,,,,,,,,,,
138105,A,14,14008,VANISH OXI-ACTION PM �5.49,,6x470 G,3,3,,,,,,,19.99,,,,,,,,,,,,,,,5.49,27.18,PMP,SINGLE,,,,,,,,,,,
902080,Z,6,6001,PG TIPS ORIGINAL PMP�1.75,,6X40S,29,29,,,,,,,7.59,,,,,,,,,,,,,,,1.75,27.71,PMP,SINGLE,,,,,,,,,,,
902295,A,9,9004,NATURE VALLEY PROTEIN PEANUT&CHOCOLATE PM�1.00,,12x40G,3,3,,,,,,,7.49,,,,,,,,,,,,,,,1,25.1,PMP,SINGLE,,,,,,,,,,,
902942,A,10,10001,***TERRYS CHOCOLATE ORANGE MINIS BLOCK PM �1.25,,10x95GRAM,1,1,,,,,,,7.99,,,,,,,,,,,,,,,1.25,23.3,PMP,SINGLE,,,,,,,,,,,
902965,Z,6,6002,NESCAFE AZERA (TIN) �4.99,,6X90G,4,4,,,,,,,18.99,,,,,,,,,,,,,,,4.99,36.57,PMP,SINGLE,,,,,,,,,,,
902971,Z,8,8002,MARYLAND CHOCO CHIP&HAZELNUT COOKIES PM �1.59,,12X200G,4,4,,,,,,,10.99,,,,,,,,,,,,,,,1.59,42.4,PMP,SINGLE,,,,,,,,,,,
902972,Z,8,8002,MARYLAND CHOCOLATE CHIP COOKIES PM �1.59,,12X200G,7,7,,,,,,,10.99,,,,,,,,,,,,,,,1.59,42.4,PMP,SINGLE,,,,,,,,,,,
902973,Z,8,8002,MARYLAND DOUBLE CHOCOLATE CHIP COOKIES PM�1.59,,12X200GRM,7,7,,,,,,,10.99,,,,,,,,,,,,,,,1.59,42.4,PMP,SINGLE,,,,,,,,,,,
903326,A,10,10001,TERRYS CHOC ORANGE MINIS �1.35 PMP,,10x95G,2,2,,,,,,,8.29,,,,,,,,,,,,,,,1.35,26.31,PMP,SINGLE,,,,,,,,,,,
903330,Z,6,6001,TWININGS ENGLISH BREAKFAST TEA80'S,,4x80'S,2,2,,,,,,,10.99,,,,,,,,,,,,,,,3.49,21.28,PLAIN,SINGLE,,,,,,,,,,,
903555,Z,4,4004,TWIX CHOCOLATE MILKSHAKE PM �1.59,,8x350ML,1,1,,,,,,,9.39,,,,,,,,,,,,,,10,1.59,26.18,PMP,SINGLE,,,,,,,,,,,
903577,A,14,14002,CILLIT BANG BLACK MOULD PM �3,,6x500ML,1,1,,,,,,,10.69,,,,,,,,,,,,,,,3,28.73,PMP,SINGLE,,,,,,,,,,,
903578,A,14,14002,CILLIT BANG LIMESCALE & SHINE PM �2.69,,6x500ML,2,2,,,,,,,10.69,,,,,,,,,,,,,,,2.69,20.52,PMP,SINGLE,,,,,,,,,,,
903672,A,5,5001,HIGHLAND SPRING STRAWBERRY STILL WATER,,12x500ML,5,5,,,,,,,6.49,,,,,,,,,,,,,,10,0.8,18.88,PLAIN,SINGLE,,,,,,,,,,,
903673,A,5,5001,HIGHLAND SPRING LEMON & LIME STILL WATER,,12x500ML,5,5,,,,,,,6.49,,,,,,,,,,,,,,10,0.8,18.88,PLAIN,SINGLE,,,,,,,,,,,
903683,A,1,1005,WKD BLUE PM�3.29,,6x700ML,5,5,,,,,,,12.99,,,,,,,,,,,,,,,3.29,21.03,PMP,SINGLE,,,,,,,,,,,
903688,A,10,10001,TERRYS CHOCOLATE ORANGE MILKBAR,,19x90G,5,5,,,,,,,13.99,,,,,,,,,,,,,,,1.25,29.31,PLAIN,SINGLE,,,,,,,,,,,
903758,A,16,16005,SENSODYNE TOOTHPASTE GENTLE WHITENING,,6x75ML,2,2,,,,,,,11.79,,,,,,,,,,,,,,,2.49,5.3,PLAIN,SINGLE,,,,,,,,,,,
64251,Z,18,18014,GREEN GIANT ORIGINAL CORN PM�1.09,,12X198G,1,1,,,,,,,9.19,,,,,,,,,,,,,,,1.09,29.74,PMP,SINGLE,,,,,,,,,,,
65642,Z,18,18014,GREEN GIANT SWEETCORN&PEPPERS PM 99P,,12X340GMS,1,1,,,,,,,8.29,,,,,,,,,,,,,,,0.99,30.22,PMP,SINGLE,,,,,,,,,,,
900108,A,14,14001,AIRWICK PURE CHERYY BLOSSOM,,6X250ml,5,5,,,,,,,12.99,,,,,,,,,,,,,,,3.49,25.56,PLAIN,SINGLE,,,,,,,,,,,
23841,B,16,16004,DUREX THIN FEEL CONDOMS,,6X6'S,1,1,,,,,,,19.49,,,,,,,,,,,,,,,4.25,19.75,PLAIN,SINGLE,,,,,,,,,,,
92649,A,16,16002,DETTOL SOAP ANTIBACTERIAL TWIN PACK,,6x100GRM,5,5,,,,,,,8.19,,,,,,,,,,,,,,,1.99,17.69,PLAIN,SINGLE,,,,,,,,,,,
96997,A,16,16003,NIVEA ORGINAL CARE LIP,,12X15ML,1,1,,,,,,,13.49,,,,,,,,,,,,,,,1.59,15.16,PLAIN,SINGLE,,,,,,,,,,,
85600,A,1,1005,WKD PINK PM�3.79 OR 2 FOR �6.50,,6X700ML,1,1,,,,,,,12.49,,,,,,,,,,,,,,,3.79,34.09,PMP,SINGLE,,,,,,,,,,,
85660,A,1,1005,WKD BERRY BLAST GIN PM�3.79 OR,,6X700ML,3,3,,,,,,,12.49,,,,,,,,,,,,,,,3.79,34.09,PMP,SINGLE,,,,,,,,,,,
134235,A,1,1005,WKD BLUE 4PACK PM�5.49,,6x250ML,3,3,,,,,,,20.99,,,,,,,,,,,,,,,5.49,23.53,PMP,SINGLE,,,,,,,,,,,
38407,Z,6,6001,TWININGS ENGLISH BREAKFAST TEABAGS,,4x40S,3,3,,,,,,,9.99,,,,,,,,,,,,,,,3.47,28.03,PLAIN,SINGLE,,,,,,,,,,,
900109,A,14,14001,AIRWICK PURE SPRING DELIGHT,,6X250ML,4,4,,,,,,,12.99,,,,,,,,,,,,,,,3.29,21.03,PLAIN,SINGLE,,,,,,,,,,,
38439,Z,6,6001,TWININGS INFU PURE CAMOMILE TEA,,4X20S,10,10,,,,,,,7.49,,,,,,,,,,,,,,,2.49,24.8,PLAIN,SINGLE,,,,,,,,,,,
38459,Z,6,6001,TWININGS PURE PEPPERMINT TEA,,4X20S,3,3,,,,,,,7.49,,,,,,,,,,,,,,,2.49,24.8,PLAIN,SINGLE,,,,,,,,,,,
38672,Z,6,6001,TWININGS INFU STRAWBERRY&RASPBERRY,,4X20S,5,5,,,,,,,7.49,,,,,,,,,,,,,,,2.49,24.8,PLAIN,SINGLE,,,,,,,,,,,
145756,Z,6,6001,TWININGS INFU CAMO HONEY VANILLA,,4x20S,6,6,,,,,,,7.49,,,,,,,,,,,,,,,2.49,24.8,PLAIN,SINGLE,,,,,,,,,,,
145757,Z,6,6001,TWININGS INFUSION LEMON&GINGER TEA,,4x20S,5,5,,,,,,,7.49,,,,,,,,,,,,,,,2.49,24.8,PLAIN,SINGLE,,,,,,,,,,,
